birthdate,injuredDays,up15,photo2,isActive,idTeam,nick,number,insertDatetime,price,height,isNational,isExitLeague,initialPrice,fullName,photo,url,fisicStatus,imageTeam,license,idPlayer,birthplace,nationality,competitionAverage,teamNegative,numberJourney,team,isLocal,pointsJourney,keep,imageTeamNegative,position,isExtraCommunity,shortName,nameTeam,age,down15
30/12/2000,0,34.2,0000565147_5-6_03.jpg,TRUE,8,Alocén,12,20240909T093407+0000,461765,194,TRUE,FALSE,340000,Carlos Alocén,0000565142_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210357,injured,75611.png,JFL,77,Zaragoza,España,9.2,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,9.2,https://supermanager.acb.com/files/logo/75557.png,1,FALSE,C. Alocén,Dreamland Gran Canaria,24,-15.7
13/02/1991,0,43.6,0000569740_5-6_03.jpg,TRUE,5,Sant-Roos,8,20240909T150133+0000,431538,201,FALSE,FALSE,460000,Howard Sant-Roos,0000569724_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002036,fit,2425UCAMMurciapositivo.png,EUR,161,La Habana,Cuba,8.6,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,8.6,https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png,3,FALSE,H. Sant-Roos,UCAM Murcia,34,-26.3
17/06/1997,0,46.8,0000569765_5-6_03.jpg,TRUE,5,Radebaugh,12,20240909T150133+0000,383333,191,FALSE,FALSE,300000,Jonah Radebaugh,0000569766_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001917,fit,2425UCAMMurciapositivo.png,EUR,157,Denver ,Montenegro,7.7,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,7.7,https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png,3,FALSE,J. Radebaugh,UCAM Murcia,27,-31.4
16/08/1992,0,45.2,0000565382_5-6_03.jpg,TRUE,8,Pelos,13,20240909T093405+0000,380000,205,FALSE,FALSE,310000,Pierre Pelos,0000565376_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002718,fit,75611.png,EUR,68,Noire,Francia,7.6,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,7.6,https://supermanager.acb.com/files/logo/75557.png,5,FALSE,P. Pelos,Dreamland Gran Canaria,32,-30
20/11/1997,0,22.3,0000784067_5-6_03.jpg,TRUE,5,Anteto.,37,20250226T111928+0000,359231,208,FALSE,FALSE,460000,Kostas Antetokounmpo,0000784060_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003910,fit,2425UCAMMurciapositivo.png,EUR,290,Athenas,Grecia,7.2,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,7.2,https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png,5,FALSE,K.Antetokounmpo,UCAM Murcia,27,-7.9
03/11/1994,0,38.2,0000565336_5-6_03.jpg,TRUE,8,Salvó,10,20240909T093406+0000,320625,205,TRUE,FALSE,280000,Miquel Salvó,0000565332_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212441,fit,75611.png,JFL,74,Vilanova i la Geltrú,España,6.4,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,6.4,https://supermanager.acb.com/files/logo/75557.png,3,FALSE,M. Salvó,Dreamland Gran Canaria,30,-25.3
26/01/2001,0,17.6,0000776330_5-6_03.jpg,TRUE,8,Samar,15,20250129T155505+0000,270714,197,TRUE,FALSE,350000,Ziga Samar,0000776329_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000291/temporada_id/2024/casa_fuera_id/0/victorias_derrotas_id/0/mes_id/0#cuerpo,fit,75611.png,JFL,283,Jesenice,Eslovenia,5.4,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,5.4,https://supermanager.acb.com/files/logo/75557.png,1,FALSE,Z. Samar,Dreamland Gran Canaria,24,-6.8
19/12/1990,0,18,0000769926_5-6_03.jpg,TRUE,5,Stephens,30,20241229T003900+0000,265333,198,FALSE,FALSE,400000,DJ Stephens,0000769923_5-6_03.jpg,NA,injured,2425UCAMMurciapositivo.png,EXT,271,Germany,EE.UU.,5.3,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,5.3,https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png,3,TRUE,D.J. Stephens,UCAM Murcia,34,-7.4
06/03/1994,0,25.5,0000569848_5-6_03.jpg,TRUE,5,Diagné,21,20240909T150133+0000,245185,211,TRUE,FALSE,200000,Moussa Diagne,0000569833_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210278,fit,2425UCAMMurciapositivo.png,JFL,166,Guediawaye,España,4.9,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,4.9,https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png,5,FALSE,M. Diagné,UCAM Murcia,31,-15.7
11/11/1991,0,25.8,0000569860_5-6_03.jpg,TRUE,5,Radovic,11,20240909T150133+0000,240714,208,FALSE,FALSE,280000,Nemanja Radovic,0000569856_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20211263,fit,2425UCAMMurciapositivo.png,EUR,156,Berane,Montenegro,4.8,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,4.8,https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png,5,FALSE,N. Radovic,UCAM Murcia,33,-16.1
30/01/1998,0,7.5,0000569674_5-6_03.jpg,TRUE,5,García,6,20240909T150133+0000,97222,185,TRUE,FALSE,240000,Dani García,0000569668_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000015,fit,2425UCAMMurciapositivo.png,JFL,165,Mataró,España,1.9,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,1.9,https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png,1,FALSE,D. García,UCAM Murcia,27,-3.6
01/01/2005,0,4.7,0000565299_5-6_03.jpg,TRUE,8,Diop,35,20241019T193542+0000,72857,210,FALSE,FALSE,110000,Massamba Diop,0000565293_5-6_03.jpg,NA,fit,75611.png,COT,241,Rufisque,Senegal,1.5,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,1.5,https://supermanager.acb.com/files/logo/75557.png,5,FALSE,M. Diop,Dreamland Gran Canaria,20,-1.8
11/09/2001,0,2.5,0000565274_5-6_03.jpg,TRUE,8,Kljajic,3,20240909T093406+0000,27727,195,TRUE,FALSE,150000,Jovan Kljajic,0000565270_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212462,fit,75611.png,JFL,75,Podgorica,Montenegro,0.6,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,0.6,https://supermanager.acb.com/files/logo/75557.png,3,FALSE,J. Kljajic,Dreamland Gran Canaria,23,-1.4
25/02/2005,0,2.8,defaultBody.jpg,TRUE,5,Flores,15,20240916T090132+0000,120000,211,TRUE,FALSE,120000,Fabian Flores,defaultFace.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20213171,fit,2425UCAMMurciapositivo.png,JFL,229,Alcantarilla (Murcia),España,0,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,2.4,https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png,5,FALSE,F. Flores,UCAM Murcia,19,2
02/08/2008,0,5,0000741652_5-6_03.jpg,TRUE,5,Neves,14,20241215T173332+0000,72250,194,FALSE,FALSE,100000,Joao Neves,0000741650_5-6_03.jpg,NA,fit,2425UCAMMurciapositivo.png,EXT,266,Belem,Brasil,0,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,4.3,https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png,3,TRUE,J. Neves,UCAM Murcia,16,3.7
17/03/2005,0,2.3,0000741660_5-6_03.jpg,TRUE,5,Martínez,3,20241215T173332+0000,100000,198,TRUE,FALSE,100000,José Tomás Martínez,0000741657_5-6_03.jpg,NA,fit,2425UCAMMurciapositivo.png,JFL,267,Murcia,España,0,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,2,https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png,5,FALSE,J. Martínez,UCAM Murcia,20,1.7
16/10/2004,0,2.3,0000565169_5-6_03.jpg,TRUE,8,Bordón,16,20250110T155507+0000,100000,191,FALSE,FALSE,100000,Dylan Bordón,0000565163_5-6_03.jpg,NA,fit,75611.png,EUR,276,Corrientes,Italia,0,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,2,https://supermanager.acb.com/files/logo/75557.png,1,FALSE,D. Bordón,Dreamland Gran Canaria,20,1.7
12/01/2003,0,9.8,0000565226_5-6_03.jpg,TRUE,8,Urbaniak,1,20240909T093406+0000,98260,206,TRUE,FALSE,160000,Jakub Urbaniak,0000565212_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002776,fit,75611.png,JFL,76,Walbrzuch,Polonia,-0.3,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,8.7,https://supermanager.acb.com/files/logo/75557.png,5,FALSE,J. Urbaniak,Dreamland Gran Canaria,22,7.5
